3.0,0.002,65.0
6.0,0.004,65.0
8.0,0.005,65.0
11.0,0.008,65.0
16.0,0.01,65.1
17.0,0.011000000000000001,65.1
25.0,0.017,65.2
25.0,0.017,65.0
32.0,0.022000000000000002,64.8
30.0,0.021,64.5
54.0,0.038,63.5
47.0,0.032,64.2
48.0,0.033,64.1
41.0,0.027999999999999997,64.2
38.0,0.026000000000000002,64.4
40.0,0.027000000000000003,64.7
31.0,0.022000000000000002,64.2
27.0,0.019,64.3
28.0,0.019,64.9
33.0,0.023,64.6
31.0,0.021,64.7
19.0,0.013000000000000001,64.9
18.0,0.011000000000000001,65.2
20.0,0.013000000000000001,65.4
14.0,0.009000000000000001,65.3
13.0,0.009000000000000001,65.2
14.0,0.009000000000000001,65.2
9.0,0.006999999999999999,65.0
14.0,0.01,64.9
18.0,0.012,65.0
15.0,0.01,65.2
10.0,0.006,65.2
11.0,0.006999999999999999,65.2
18.0,0.011000000000000001,65.4
9.0,0.006,65.3
4.0,0.003,65.2
7.0,0.005,65.1
10.0,0.006999999999999999,65.0
7.0,0.005,64.9
3.0,0.002,64.9
1.0,0.001,64.9
4.0,0.003,64.8
4.0,0.003,64.9
2.0,0.001,64.9
5.0,0.004,64.9
0.0,0.0,64.9
5.0,0.003,64.9
3.0,0.002,65.1
1.0,0.001,65.1
4.0,0.002,65.2
3.0,0.002,65.3
0.0,0.0,65.3
4.0,0.003,65.2
2.0,0.001,65.1
2.0,0.001,65.1
0.0,0.0,65.1
4.0,0.003,65.0
1.0,0.0,65.4
3.0,0.002,65.1
2.0,0.001,65.0
3.0,0.002,65.0
4.0,0.002,65.1
3.0,0.002,65.0
3.0,0.002,65.0
21.0,0.013999999999999999,65.0
24.0,0.016,64.7
5.0,0.003,65.0
3.0,0.002,65.0
5.0,0.003,65.0
9.0,0.006,65.0
7.0,0.005,65.0
5.0,0.003,65.0
5.0,0.004,65.0
8.0,0.006,65.0
1.0,0.001,65.0
6.0,0.004,65.0
4.0,0.003,65.0
5.0,0.003,65.1
12.0,0.008,65.2
9.0,0.006,65.2
10.0,0.006,65.3
8.0,0.005,65.2
5.0,0.003,65.2
12.0,0.008,65.3
8.0,0.006999999999999999,64.9
7.0,0.005,65.0
10.0,0.006999999999999999,65.1
8.0,0.006,65.0
4.0,0.003,65.1
13.0,0.009000000000000001,65.2
11.0,0.006999999999999999,65.2
7.0,0.005,65.1
20.0,0.013999999999999999,65.2
12.0,0.008,65.2
10.0,0.006,65.4
9.0,0.005,65.5
10.0,0.006999999999999999,65.3
20.0,0.013000000000000001,65.5
18.0,0.011000000000000001,65.7
12.0,0.009000000000000001,65.3
18.0,0.013000000000000001,65.1
20.0,0.013999999999999999,65.0
19.0,0.012,65.4
29.0,0.019,65.5
16.0,0.01,65.6
15.0,0.011000000000000001,65.2
31.0,0.02,65.9
31.0,0.022000000000000002,65.1
35.0,0.022000000000000002,66.0
23.0,0.015,65.8
29.0,0.018000000000000002,66.2
31.0,0.021,65.9
34.0,0.022000000000000002,66.3
36.0,0.024,66.3
40.0,0.026000000000000002,66.8
36.0,0.023,67.0
35.0,0.022000000000000002,67.0
41.0,0.027000000000000003,67.2
37.0,0.024,67.1
52.0,0.033,68.4
41.0,0.027999999999999997,67.5
39.0,0.025,67.7
46.0,0.03,68.1
46.0,0.032,67.3
45.0,0.031,66.8
56.0,0.04,65.3
68.0,0.046,66.3
38.0,0.026000000000000002,66.4
62.0,0.042,66.8
69.0,0.047,67.0
65.0,0.044000000000000004,67.4
49.0,0.034,67.1
59.0,0.040999999999999995,63.6
66.0,0.046,61.4
33.0,0.022000000000000002,62.5
53.0,0.038,60.3
78.0,0.051,61.7
64.0,0.043,62.1
64.0,0.042,62.6
85.0,0.055999999999999994,62.8
91.0,0.061,62.5
87.0,0.06,61.5
95.0,0.069,59.4
84.0,0.061,58.3
85.0,0.057999999999999996,59.3
71.0,0.048,60.3
83.0,0.057999999999999996,59.6
91.0,0.066,58.5
85.0,0.059000000000000004,59.1
86.0,0.06,59.1
84.0,0.06,58.5
77.0,0.06,56.0
82.0,0.055999999999999994,58.2
108.0,0.078,57.9
99.0,0.07200000000000001,57.4
92.0,0.064,58.4
113.0,0.08,58.4
76.0,0.051,60.1
88.0,0.059000000000000004,61.0
73.0,0.049,61.5
79.0,0.053,61.7
87.0,0.06,60.8
96.0,0.066,60.3
106.0,0.077,58.8
86.0,0.057999999999999996,60.2
86.0,0.055999999999999994,62.2
70.0,0.047,62.1
99.0,0.066,62.1
83.0,0.055,62.0
101.0,0.066,62.9
88.0,0.055999999999999994,63.7
86.0,0.057999999999999996,62.7
72.0,0.051,60.6
108.0,0.079,58.5
90.0,0.062,59.1
88.0,0.061,59.6
73.0,0.05,59.8
88.0,0.063,58.6
103.0,0.073,58.4
100.0,0.071,58.5
95.0,0.07,57.5
90.0,0.063,58.2
96.0,0.067,58.6
84.0,0.059000000000000004,58.8
83.0,0.057,59.7
93.0,0.064,59.8
101.0,0.071,59.3
92.0,0.064,59.4
100.0,0.07,59.2
101.0,0.071,58.9
99.0,0.069,59.3
77.0,0.053,59.9
78.0,0.055,59.5
85.0,0.057999999999999996,59.9
89.0,0.06,60.6
81.0,0.054000000000000006,61.1
85.0,0.055,62.4
73.0,0.049,62.3
87.0,0.057999999999999996,62.1
82.0,0.055,62.1
81.0,0.053,62.5
94.0,0.065,61.3
89.0,0.063,60.1
93.0,0.062,61.2
81.0,0.054000000000000006,61.5
80.0,0.055,61.1
85.0,0.057999999999999996,60.9
86.0,0.06,60.1
70.0,0.048,60.1
84.0,0.06,58.9
85.0,0.059000000000000004,59.2
75.0,0.05,60.8
74.0,0.049,61.8
81.0,0.055999999999999994,60.7
80.0,0.054000000000000006,60.8
85.0,0.06,59.6
70.0,0.048,60.0
79.0,0.055999999999999994,59.0
83.0,0.06,58.1
77.0,0.055999999999999994,57.7
66.0,0.046,58.9
70.0,0.05,58.5
76.0,0.055999999999999994,57.2
84.0,0.061,57.0
63.0,0.045,57.9
65.0,0.048,57.0
85.0,0.063,56.5
83.0,0.06,56.7
80.0,0.059000000000000004,56.3
81.0,0.06,56.2
70.0,0.051,56.3
73.0,0.052000000000000005,57.5
73.0,0.053,57.1
74.0,0.055,56.4
77.0,0.057999999999999996,55.8
89.0,0.068,54.8
67.0,0.047,56.8
84.0,0.062,56.3
86.0,0.064,56.1
82.0,0.06,56.3
73.0,0.055,55.8
100.0,0.076,55.1
90.0,0.068,55.1
109.0,0.08,55.7
73.0,0.054000000000000006,56.0
84.0,0.063,55.5
90.0,0.066,56.2
66.0,0.048,56.8
56.0,0.040999999999999995,56.7
67.0,0.052000000000000005,55.1
64.0,0.045,57.3
55.0,0.039,58.3
47.0,0.033,61.9
55.0,0.04,62.9
42.0,0.03,64.2
55.0,0.039,64.9
55.0,0.039,65.2
42.0,0.03,64.9
55.0,0.04,64.4
39.0,0.03,63.2
49.0,0.035,64.4
42.0,0.031,64.4
49.0,0.036000000000000004,64.2
41.0,0.027999999999999997,65.3
51.0,0.036000000000000004,65.3
34.0,0.024,65.4
48.0,0.033,65.7
